id,year,month,avg_t,avg_max_t,avg_min_t,max_t,min_t,high_min_t,low_max_t,days_frost,total_p,max_p,days_light_p,days_moderate_p,days_rain_p,days_snow_p,days_hail_p,gust_dir_w,gust_speed_w,days_strong_w,days_very_strong_w,avg_speed_w,avg_daily_s,pct_s,avg_pss,max_pss,min_pss,avg_sfc_pss
9390,1992,9,18.70,26.00,11.40,33.60,5.20,17.60,14.60,0.00,4.50,2.20,5.00,0.00,5.00,0.00,0.00,,,,,5.04,8.80,70.00,929.50,936.80,916.40,1016.70
9390,1992,10,11.40,15.50,7.30,26.00,-0.50,13.60,7.20,1.00,81.50,16.20,19.00,3.00,19.00,1.00,1.00,,,,,5.04,3.40,31.00,922.80,935.90,905.80,1012.00
9390,1992,11,9.70,16.10,3.40,20.50,-2.20,10.40,6.80,5.00,2.40,2.00,3.00,0.00,6.00,1.00,0.00,,,,,2.88,5.50,56.00,933.20,941.50,918.30,1024.00
9390,1992,12,5.90,9.80,2.00,13.70,-4.40,8.30,2.00,11.00,16.30,4.90,10.00,0.00,14.00,0.00,0.00,,,,,3.96,2.80,30.00,927.90,936.00,909.20,1019.50
9390,1993,1,3.80,10.90,-3.30,14.80,-7.60,4.60,3.20,26.00,0.30,0.30,1.00,0.00,1.00,0.00,0.00,,,,,2.16,5.30,55.00,936.90,944.20,923.00,1030.20
9390,1993,2,3.70,9.40,-2.10,14.40,-10.60,5.60,3.10,24.00,16.50,10.00,7.00,1.00,8.00,2.00,0.00,,,,,2.88,5.20,48.00,932.70,940.70,912.50,1025.50
9390,1993,3,8.00,14.50,1.50,22.60,-6.00,7.80,3.00,11.00,21.20,9.80,9.00,0.00,9.00,3.00,1.00,,,,,3.96,6.00,50.00,928.20,942.70,905.80,1018.90
9390,1993,4,10.10,16.40,3.70,25.60,-2.20,11.50,11.20,5.00,35.20,18.80,12.00,1.00,12.00,3.00,2.00,,,,,6.12,6.50,49.00,922.80,935.20,906.00,1012.20
9390,1993,5,14.60,20.60,8.60,28.10,2.40,14.20,15.00,0.00,46.40,11.30,15.00,1.00,14.00,0.00,2.00,,,,,5.04,7.20,50.00,923.50,932.50,912.70,1011.30
9390,1993,6,19.40,26.60,12.30,34.20,6.00,18.50,20.00,0.00,20.60,6.10,12.00,0.00,13.00,0.00,1.00,,,,,6.12,9.40,62.00,927.90,934.50,920.20,1014.40
9390,1993,7,21.20,29.10,13.30,38.40,6.40,21.20,19.80,0.00,0.30,0.30,1.00,0.00,1.00,0.00,0.00,,,,,6.12,11.00,74.00,929.60,936.40,920.50,1015.70
9390,1993,8,22.80,30.10,15.40,37.60,7.00,24.00,19.20,0.00,28.70,16.10,5.00,1.00,5.00,0.00,1.00,,,,,6.12,9.90,72.00,928.40,935.50,918.50,1013.90
9390,1993,9,16.40,22.60,10.30,30.50,2.80,16.20,10.70,0.00,83.20,32.40,10.00,3.00,13.00,0.00,1.00,,,,,5.04,6.60,53.00,924.90,931.50,916.40,1012.30
9390,1993,10,10.70,14.10,7.20,21.60,1.60,12.60,7.20,0.00,71.70,30.70,17.00,2.00,20.00,0.00,0.00,,,,,6.12,3.30,30.00,924.00,936.80,911.20,1013.50
9390,1993,11,6.90,11.80,1.90,19.50,-5.10,11.40,6.50,10.00,10.50,3.80,10.00,0.00,14.00,0.00,0.00,,,,,2.16,4.00,41.00,927.00,938.00,913.80,1018.10
9390,1993,12,6.20,10.90,1.50,15.00,-4.70,9.30,6.40,10.00,6.40,3.40,8.00,0.00,12.00,0.00,0.00,,,,,3.96,3.70,40.00,931.60,940.90,917.60,1023.30
9390,1994,1,4.30,9.60,-1.10,16.70,-9.00,7.50,3.40,16.00,10.40,5.30,5.00,0.00,4.00,5.00,0.00,,,,,,5.20,54.00,,944.70,899.00,
9390,1994,2,6.40,11.90,0.80,22.20,-5.50,9.80,2.80,14.00,34.30,16.70,8.00,1.00,8.00,3.00,0.00,,,,,,5.90,56.00,,940.70,907.60,
9390,1994,3,10.60,18.20,2.90,24.60,-1.40,8.90,11.10,5.00,5.90,5.80,2.00,0.00,2.00,0.00,0.00,,,,,,7.80,65.00,,940.40,920.20,
9390,1994,4,8.80,15.10,2.50,26.90,-2.70,8.60,5.90,8.00,14.00,5.10,6.00,0.00,6.00,4.00,1.00,,,,,,7.00,52.00,,937.20,913.30,
9390,1994,5,16.50,23.40,9.50,34.40,3.50,17.50,16.40,0.00,38.00,30.70,5.00,1.00,,,,250.00,66.96,4.00,0.00,6.84,,,,,,
9390,1994,6,19.70,28.00,11.30,39.00,4.60,19.70,18.00,0.00,1.60,0.70,4.00,0.00,5.00,0.00,1.00,,,,,6.12,11.10,74.00,929.80,938.00,920.90,1016.20
9390,1994,7,25.60,33.60,17.50,38.00,10.70,24.00,29.50,0.00,11.10,5.70,3.00,0.00,6.00,0.00,0.00,,,,,6.84,11.40,77.00,927.30,933.60,921.30,1011.70
9390,1994,8,24.40,32.00,16.80,36.90,12.50,20.70,23.60,0.00,18.90,16.10,6.00,1.00,6.00,0.00,1.00,,,,,6.84,11.00,80.00,926.80,932.00,919.20,1011.70
9390,1994,9,16.40,22.60,10.00,32.70,2.40,17.40,13.60,0.00,42.10,11.20,8.00,1.00,11.00,0.00,0.00,,,,,6.12,7.50,60.00,926.80,935.50,916.40,1014.60
9390,1994,10,13.40,18.30,8.60,23.00,2.30,13.80,13.20,0.00,63.20,15.10,13.00,2.00,17.00,0.00,0.00,,,,,2.88,4.50,41.00,926.80,936.50,912.20,1015.50
9390,1994,11,10.30,16.30,4.30,20.60,-1.10,11.00,8.40,3.00,30.30,12.40,8.00,2.00,8.00,0.00,0.00,,,,,2.88,5.30,54.00,930.60,941.20,913.60,1021.00
9390,1994,12,6.10,11.30,0.90,17.90,-5.70,11.40,2.80,13.00,22.90,15.50,5.00,1.00,5.00,3.00,0.00,,,,,5.04,4.40,48.00,933.80,944.50,913.20,1025.90
9390,1995,1,5.60,10.60,0.70,16.20,-6.70,9.80,6.00,14.00,12.60,5.50,9.00,0.00,12.00,0.00,0.00,,,,,6.12,5.00,52.00,933.00,941.20,913.20,1025.20
9390,1995,2,7.90,14.20,1.70,20.50,-6.00,10.50,7.10,13.00,5.10,3.10,7.00,0.00,8.00,0.00,0.00,,,,,5.04,6.40,60.00,930.90,941.90,914.60,1022.10
9390,1995,3,8.10,15.60,0.50,21.00,-4.30,7.20,8.80,15.00,14.80,6.20,4.00,0.00,6.00,1.00,0.00,,,,,5.04,8.60,71.00,928.20,940.50,917.30,1018.90
9390,1995,4,10.60,18.50,2.70,24.80,-3.00,7.00,5.30,5.00,29.00,13.50,5.00,1.00,4.00,3.00,0.00,,,,,5.04,9.00,68.00,925.60,939.80,914.60,1015.00
9390,1995,5,16.30,22.80,9.80,31.50,2.90,13.40,13.90,0.00,42.50,7.80,12.00,0.00,14.00,0.00,0.00,,,,,5.04,8.80,61.00,926.60,933.20,910.60,1014.10
9390,1995,6,18.70,25.40,12.00,32.50,6.50,17.60,19.50,0.00,28.40,12.10,10.00,1.00,13.00,0.00,0.00,,,,,5.04,8.80,58.00,926.20,933.80,919.40,1012.80
9390,1995,7,24.20,31.90,16.30,39.70,7.50,24.20,22.80,0.00,15.10,12.40,2.00,1.00,6.00,0.00,0.00,,,,,6.12,11.40,77.00,926.50,933.20,920.20,1011.30
9390,1995,8,21.60,28.60,14.40,35.50,7.60,21.20,21.00,0.00,59.30,36.20,6.00,2.00,5.00,0.00,2.00,,,,,5.04,10.60,77.00,927.70,935.10,920.50,1013.60
9390,1995,9,15.90,22.20,9.60,30.60,2.40,16.30,15.50,0.00,11.30,6.00,4.00,0.00,6.00,0.00,0.00,,,,,5.04,7.30,58.00,926.70,935.90,916.40,1014.60
9390,1995,10,16.10,23.00,9.20,29.60,3.50,15.80,18.00,0.00,8.70,7.40,6.00,0.00,9.00,0.00,0.00,,,,,2.88,7.00,63.00,931.30,940.70,924.40,1019.70
9390,1995,11,10.20,15.70,4.60,22.50,-1.80,10.80,8.30,8.00,67.00,28.80,12.00,3.00,12.00,0.00,0.00,,,,,2.88,4.80,48.00,926.90,938.20,912.70,1016.70
9390,1995,12,6.80,10.50,3.00,17.50,-4.30,13.80,2.40,8.00,47.10,10.60,13.00,2.00,14.00,3.00,0.00,,,,,5.04,2.80,31.00,923.40,939.10,909.50,1014.20
9390,1996,1,6.90,10.90,3.00,16.30,-0.80,8.80,7.50,3.00,47.60,16.30,16.00,2.00,17.00,0.00,0.00,,,,,3.96,3.10,32.00,919.10,933.90,906.70,1009.30
9390,1996,2,4.50,9.60,-0.60,17.20,-6.00,8.40,1.40,21.00,27.80,13.00,9.00,1.00,5.00,5.00,0.00,,,,,5.04,6.30,59.00,924.70,937.30,907.60,1016.50
9390,1996,3,8.20,14.20,2.10,25.40,-5.00,9.70,7.70,11.00,9.90,3.90,7.00,0.00,10.00,0.00,0.00,,,,,5.04,6.70,56.00,923.00,934.60,908.40,1013.20
9390,1996,4,11.30,18.20,4.40,23.40,-3.90,11.20,9.50,3.00,27.00,8.40,7.00,0.00,10.00,0.00,0.00,,,,,5.04,7.60,57.00,924.60,935.10,910.30,1013.70
9390,1996,5,14.70,21.10,8.30,33.50,-0.30,14.40,9.30,1.00,47.60,13.50,14.00,1.00,13.00,0.00,2.00,,,,,5.04,9.10,62.00,924.10,937.10,912.20,1011.90
9390,1996,6,19.80,26.90,12.80,33.10,5.60,17.70,14.50,0.00,28.30,8.40,6.00,0.00,6.00,0.00,0.00,,,,,3.96,10.60,70.00,930.20,937.20,917.80,1016.80
9390,1996,7,22.20,29.60,14.80,37.30,7.30,24.40,20.60,0.00,21.20,9.60,4.00,0.00,4.00,0.00,1.00,,,,,6.12,11.40,77.00,928.90,937.80,916.30,1014.60
9390,1996,8,21.00,27.90,14.00,33.50,7.00,17.50,21.50,0.00,45.00,13.90,6.00,3.00,5.00,0.00,1.00,,,,,5.04,9.90,72.00,927.30,933.80,922.30,1013.40
9390,1996,9,16.20,23.50,8.80,30.40,4.80,12.40,17.10,0.00,23.80,6.60,8.00,0.00,11.00,0.00,0.00,,,,,5.04,8.30,66.00,925.40,936.70,913.90,1013.00
9390,1996,10,12.90,20.20,5.50,27.70,-2.10,12.50,12.20,2.00,1.40,1.40,1.00,0.00,2.00,0.00,0.00,,,,,2.88,7.60,69.00,930.00,940.50,912.30,1019.30
9390,1996,11,8.40,13.30,3.50,23.70,-3.00,10.60,1.60,5.00,70.80,20.20,15.00,3.00,12.00,4.00,0.00,,,,,5.04,4.60,46.00,927.30,941.60,905.10,1017.90
9390,1996,12,6.00,9.50,2.40,15.70,-6.10,10.00,0.30,10.00,100.90,29.80,20.00,3.00,19.00,3.00,0.00,,,,,2.88,2.00,22.00,919.50,935.80,907.20,1010.20
9390,1997,1,5.00,8.90,1.10,14.20,-10.30,7.00,0.40,9.00,52.90,9.90,14.00,0.00,14.00,6.00,0.00,,,,,2.88,2.70,29.00,925.90,939.10,906.90,1017.50
9390,1997,2,9.00,16.00,2.00,22.30,-3.30,9.90,10.90,10.00,6.60,4.40,2.00,0.00,2.00,0.00,0.00,,,,,3.96,7.40,69.00,936.40,945.10,924.90,1027.80
9390,1997,3,10.60,20.30,1.00,25.80,-1.30,4.50,12.60,13.00,1.50,0.80,2.00,0.00,2.00,0.00,0.00,,,,,3.96,9.80,82.00,933.60,943.80,922.70,1023.90
9390,1997,4,12.80,20.00,5.50,25.20,0.30,11.20,12.90,0.00,42.40,24.30,7.00,2.00,9.00,0.00,0.00,,,,,5.04,8.30,63.00,926.60,937.30,909.80,1015.40
9390,1997,5,15.90,22.00,9.70,28.50,2.10,14.90,11.90,0.00,70.70,23.80,16.00,2.00,17.00,1.00,1.00,,,,,5.04,7.40,51.00,924.80,933.30,914.70,1012.40
9390,1997,6,18.20,24.40,12.10,30.60,6.80,17.90,15.30,0.00,44.70,19.30,8.00,1.00,9.00,0.00,0.00,,,,,6.12,8.60,57.00,923.40,930.90,914.00,1010.00
9390,1997,7,20.10,27.00,13.20,33.80,5.80,19.10,19.00,0.00,52.30,21.70,9.00,1.00,10.00,0.00,2.00,,,,,3.96,9.30,63.00,928.90,938.00,921.20,1015.30
9390,1997,8,23.20,30.20,16.20,35.30,8.80,20.90,20.00,0.00,41.70,13.00,10.00,1.00,10.00,0.00,0.00,,,,,3.96,9.80,71.00,927.90,934.70,920.30,1013.40
9390,1997,9,20.00,26.90,13.20,33.00,8.20,19.30,20.40,0.00,26.30,16.30,6.00,1.00,7.00,0.00,0.00,,,,,3.96,7.80,62.00,929.90,935.50,923.40,1016.70
9390,1997,10,15.90,22.30,9.50,30.20,-1.90,17.70,13.90,2.00,13.80,4.60,7.00,0.00,8.00,0.00,0.00,,,,,2.88,7.10,63.00,927.30,933.90,919.40,1015.40
9390,1997,11,9.30,13.40,5.10,18.80,-1.20,11.00,8.30,1.00,32.50,5.10,17.00,0.00,20.00,2.00,0.00,,,,,5.04,3.30,34.00,921.10,931.50,897.60,1010.80
9390,1997,12,5.60,9.70,1.30,16.10,-9.00,9.00,2.30,12.00,64.80,16.60,15.00,2.00,14.00,4.00,0.00,,,,,3.96,2.90,31.00,925.80,940.70,907.60,1017.20
9390,1998,1,5.80,10.60,0.90,15.90,-4.90,7.60,2.20,16.00,11.40,6.10,10.00,0.00,11.00,2.00,0.00,,,,,3.96,3.90,41.00,928.90,938.90,915.10,1020.60
9390,1998,2,8.10,15.50,0.70,22.70,-3.70,6.50,9.00,14.00,6.00,3.50,4.00,0.00,5.00,1.00,0.00,,,,,2.16,6.90,64.00,934.00,943.40,911.00,1025.50
9390,1998,3,10.40,18.20,2.60,23.40,-4.00,10.00,8.20,7.00,7.80,4.10,4.00,0.00,6.00,0.00,0.00,,,,,3.96,8.10,68.00,932.00,941.10,919.80,1022.30
9390,1998,4,9.80,15.30,4.10,29.90,-2.70,12.80,7.80,3.00,33.60,5.30,17.00,0.00,14.00,3.00,2.00,,,,,9.00,5.70,43.00,921.00,935.20,908.90,1010.40
9390,1998,5,14.30,20.00,8.50,27.40,2.10,13.10,11.60,0.00,60.70,15.00,13.00,2.00,16.00,0.00,1.00,,,,,3.96,7.00,48.00,925.00,932.80,917.20,1013.10
9390,1998,6,20.50,27.90,12.90,35.60,5.10,18.10,19.30,0.00,10.00,6.70,2.00,0.00,4.00,0.00,0.00,,,,,5.04,10.60,70.00,928.50,937.10,919.20,1014.60
9390,1998,7,22.90,31.10,14.80,37.80,7.80,22.80,24.80,0.00,2.10,1.70,2.00,0.00,4.00,0.00,0.00,,,,,6.84,12.20,82.00,927.40,935.00,919.40,1012.60
9390,1998,8,22.90,31.00,14.80,37.50,7.60,21.30,21.60,0.00,26.90,8.80,7.00,0.00,7.00,0.00,1.00,,,,,5.04,10.60,77.00,929.30,936.70,923.10,1015.00
9390,1998,9,19.20,25.40,13.00,33.80,6.60,21.00,17.00,0.00,24.50,11.00,8.00,1.00,10.00,0.00,0.00,,,,,5.04,7.00,56.00,926.00,935.20,918.30,1012.70
9390,1998,10,12.70,19.20,6.10,25.30,0.40,11.70,12.30,0.00,33.00,12.90,9.00,1.00,11.00,0.00,0.00,240.00,47.16,0.00,0.00,2.88,6.80,62.00,931.10,940.50,915.40,1020.80
9390,1998,11,7.40,13.00,1.80,19.30,-9.00,11.10,7.80,9.00,32.10,13.00,8.00,1.00,7.00,2.00,0.00,240.00,48.96,0.00,0.00,2.88,5.10,52.00,930.50,939.00,917.80,1021.80
9390,1998,12,4.30,10.00,-1.40,16.30,-6.60,6.70,2.50,22.00,23.30,12.20,6.00,1.00,5.00,3.00,0.00,30.00,39.96,0.00,0.00,2.16,4.60,50.00,932.50,946.50,911.10,1025.30
9390,1999,1,4.30,10.00,-1.50,18.80,-10.70,6.00,2.60,22.00,17.20,8.70,5.00,0.00,4.00,2.00,0.00,30.00,51.84,0.00,0.00,2.88,4.60,48.00,930.40,941.40,908.60,1022.90
9390,1999,2,4.90,10.90,-1.10,17.10,-10.50,5.70,3.20,18.00,26.90,16.00,6.00,1.00,5.00,3.00,0.00,230.00,50.04,0.00,0.00,3.96,5.80,55.00,931.80,944.60,914.50,1024.00
9390,1999,3,8.50,15.00,2.00,23.50,-2.10,8.00,8.80,8.00,36.70,6.90,11.00,0.00,9.00,1.00,1.00,240.00,55.08,2.00,0.00,5.04,7.10,60.00,924.60,937.80,913.90,1014.80
9390,1999,4,10.80,17.90,3.60,27.80,-2.70,11.80,7.50,5.00,57.10,26.20,10.00,2.00,12.00,2.00,0.00,300.00,61.92,2.00,0.00,6.84,8.30,63.00,927.40,939.00,912.10,1017.00
9390,1999,5,17.30,24.00,10.60,32.10,6.60,16.00,12.90,0.00,17.80,7.70,9.00,0.00,10.00,0.00,2.00,250.00,55.08,1.00,0.00,6.12,8.60,59.00,926.50,935.80,914.90,1013.60
9390,1999,6,19.50,26.90,12.10,32.30,8.10,17.90,20.20,0.00,41.60,13.50,12.00,1.00,12.00,0.00,0.00,230.00,56.16,1.00,0.00,5.04,10.20,67.00,929.70,935.00,920.90,1016.40
9390,1999,7,22.90,30.60,15.10,36.30,10.50,22.10,23.00,0.00,60.20,16.80,8.00,4.00,9.00,0.00,1.00,280.00,50.04,0.00,0.00,5.04,11.10,75.00,927.40,936.50,920.30,1012.80
9390,1999,8,23.60,30.80,16.30,38.80,11.50,22.90,24.40,0.00,32.40,21.20,6.00,1.00,6.00,0.00,1.00,240.00,51.12,0.00,0.00,6.12,10.50,76.00,925.90,932.90,916.30,1011.00
9390,1999,9,18.90,25.50,12.20,34.30,7.90,18.70,14.50,0.00,55.70,21.30,9.00,1.00,11.00,0.00,0.00,250.00,68.04,1.00,0.00,5.04,7.60,60.00,926.20,935.80,912.70,1013.00
9390,1999,10,13.80,19.40,8.20,25.10,1.80,12.30,13.80,0.00,28.50,8.60,8.00,0.00,11.00,0.00,0.00,240.00,79.92,2.00,0.00,5.04,4.80,43.00,927.80,939.00,907.00,1016.50
9390,1999,11,5.50,10.80,0.20,24.40,-3.60,7.40,2.00,17.00,37.40,9.20,10.00,0.00,6.00,5.00,0.00,240.00,45.00,0.00,0.00,2.88,4.80,49.00,930.90,940.30,916.70,1022.90
9390,1999,12,5.20,10.30,0.00,15.30,-6.10,10.10,2.30,21.00,14.70,3.90,7.00,0.00,6.00,4.00,0.00,230.00,82.08,5.00,0.00,6.12,4.10,44.00,931.50,939.90,912.90,1023.80
9390,2000,1,2.10,8.50,-4.30,18.80,-7.50,0.00,1.50,31.00,15.10,13.60,3.00,1.00,1.00,2.00,0.00,30.00,39.96,0.00,0.00,1.08,5.50,57.00,934.00,943.80,918.70,1027.70
9390,2000,2,8.40,16.00,0.80,20.80,-4.20,7.10,10.30,14.00,0.10,0.10,1.00,0.00,2.00,0.00,0.00,240.00,60.84,1.00,0.00,3.96,6.80,63.00,937.00,944.90,930.90,1028.40
9390,2000,3,9.10,16.30,1.90,25.20,-2.60,6.90,7.30,10.00,25.90,7.90,8.00,0.00,8.00,1.00,0.00,270.00,57.96,2.00,0.00,3.96,7.30,61.00,930.60,942.50,918.60,1021.20
9390,2000,4,10.40,15.60,5.10,25.00,-0.70,10.90,10.50,2.00,58.40,15.00,17.00,1.00,17.00,0.00,0.00,230.00,78.84,6.00,0.00,7.92,5.60,42.00,920.10,931.30,902.10,1009.20
9390,2000,5,16.60,23.20,10.00,30.30,6.00,17.00,15.10,0.00,61.10,15.00,15.00,1.00,14.00,0.00,2.00,240.00,42.84,0.00,0.00,3.96,7.90,54.00,927.10,934.30,920.10,1014.50
9390,2000,6,20.40,28.40,12.40,35.20,5.30,18.40,12.50,0.00,42.70,14.60,6.00,2.00,7.00,0.00,0.00,240.00,55.08,1.00,0.00,5.04,11.20,74.00,930.60,937.50,921.50,1016.90
9390,2000,7,22.50,30.10,14.80,38.00,5.60,21.60,21.00,0.00,17.30,11.10,4.00,1.00,5.00,0.00,0.00,280.00,52.92,0.00,0.00,6.84,11.70,79.00,927.10,934.10,919.90,1012.50
9390,2000,8,23.20,31.30,15.00,37.50,8.70,23.00,23.00,0.00,6.80,3.70,6.00,0.00,6.00,0.00,0.00,240.00,69.12,3.00,0.00,6.12,10.50,77.00,929.10,935.90,920.50,1014.60
9390,2000,9,19.60,27.70,11.40,33.80,4.20,17.80,16.80,0.00,14.40,6.30,6.00,0.00,8.00,0.00,0.00,250.00,56.16,1.00,0.00,3.96,9.00,72.00,927.50,934.50,914.50,1014.30
9390,2000,10,12.90,18.60,7.20,27.30,1.80,14.20,10.00,0.00,78.40,24.70,10.00,3.00,12.00,0.00,0.00,240.00,73.08,1.00,0.00,3.96,5.40,48.00,928.30,937.90,909.40,1017.50
9390,2000,11,8.10,12.40,3.70,17.50,-2.40,12.90,7.00,4.00,26.30,9.00,13.00,0.00,14.00,0.00,0.00,250.00,95.04,3.00,1.00,5.04,4.10,41.00,924.80,934.50,905.90,1015.30
9390,2000,12,7.50,11.90,3.00,18.80,-4.70,10.10,8.30,8.00,21.30,7.30,11.00,0.00,11.00,1.00,0.00,250.00,69.84,5.00,0.00,5.04,3.30,35.00,924.90,941.50,904.30,1015.60
9390,2001,1,7.20,11.00,3.30,17.70,-2.10,9.40,5.60,6.00,36.20,9.60,15.00,0.00,15.00,1.00,1.00,250.00,72.00,10.00,0.00,6.12,3.10,32.00,925.20,937.50,907.50,1016.20
9390,2001,2,6.30,12.20,0.40,19.60,-5.60,8.80,4.50,13.00,6.40,4.30,4.00,0.00,4.00,3.00,0.00,250.00,73.08,3.00,0.00,5.04,6.10,57.00,930.30,947.40,909.30,1022.00
9390,2001,3,12.50,17.60,7.30,27.80,-0.20,14.00,8.40,1.00,18.50,5.70,10.00,0.00,12.00,0.00,0.00,230.00,78.12,7.00,0.00,9.00,5.90,49.00,922.50,933.40,900.60,1011.10
9390,2001,4,11.40,18.50,4.20,25.50,-2.60,12.20,10.80,5.00,4.20,3.30,3.00,0.00,4.00,1.00,0.00,230.00,65.16,2.00,0.00,6.12,8.50,64.00,927.60,939.00,915.90,1017.00
9390,2001,5,15.40,22.30,8.50,34.80,-0.40,17.20,8.10,1.00,17.50,4.30,11.00,0.00,13.00,0.00,0.00,240.00,50.04,0.00,0.00,3.96,8.10,56.00,926.70,937.50,917.30,1014.60
9390,2001,6,21.60,30.30,12.90,38.50,6.00,22.20,18.00,0.00,10.00,8.10,2.00,0.00,2.00,0.00,0.00,30.00,65.88,1.00,0.00,6.12,11.80,78.00,928.90,936.50,920.50,1014.60
9390,2001,7,22.40,30.30,14.40,36.80,7.00,19.60,21.40,0.00,7.90,3.00,6.00,0.00,8.00,0.00,0.00,230.00,48.96,0.00,0.00,6.12,10.50,71.00,927.60,936.50,917.00,1013.10
9390,2001,8,24.30,31.80,16.80,38.20,12.20,23.50,24.10,0.00,0.60,0.50,2.00,0.00,2.00,0.00,0.00,240.00,50.04,0.00,0.00,5.04,9.90,72.00,928.90,936.30,923.10,1014.00
9390,2001,9,17.60,24.90,10.30,30.80,3.80,16.90,18.80,0.00,30.90,10.00,9.00,1.00,8.00,0.00,1.00,260.00,38.16,0.00,0.00,3.96,8.80,71.00,927.60,933.70,915.80,1015.20
9390,2001,10,16.50,22.30,10.60,29.80,3.50,17.00,16.30,0.00,22.10,8.10,8.00,0.00,10.00,0.00,0.00,230.00,60.12,1.00,0.00,3.96,6.40,58.00,930.40,940.60,915.70,1018.60
9390,2001,11,5.60,11.20,0.00,17.90,-6.00,7.00,2.20,16.00,15.20,9.20,8.00,0.00,7.00,2.00,0.00,50.00,56.88,1.00,0.00,2.16,4.40,45.00,931.40,940.10,921.50,1023.50
9390,2001,12,1.30,8.70,-6.20,15.00,-13.30,3.60,-2.50,30.00,1.90,0.70,4.00,0.00,2.00,2.00,0.00,220.00,46.08,0.00,0.00,2.16,5.10,55.00,931.40,941.00,920.20,1025.30
9390,2002,1,5.80,11.10,0.40,18.70,-4.10,7.30,6.00,16.00,15.20,4.10,10.00,0.00,11.00,1.00,0.00,270.00,52.92,0.00,0.00,2.16,3.40,35.00,935.90,943.00,919.30,1028.20
9390,2002,2,7.80,14.20,1.30,20.80,-4.70,7.60,4.80,11.00,3.80,2.30,4.00,0.00,5.00,0.00,0.00,250.00,64.08,1.00,0.00,3.96,6.30,60.00,932.40,942.60,920.60,1023.80
9390,2002,3,9.70,15.90,3.50,25.80,-3.80,9.10,6.00,6.00,17.70,7.30,6.00,0.00,11.00,0.00,0.00,240.00,70.92,1.00,0.00,5.04,6.00,50.00,927.10,939.90,915.00,1017.20
9390,2002,4,11.50,18.20,4.70,27.10,-1.70,9.20,3.20,2.00,37.70,14.80,9.00,2.00,7.00,2.00,0.00,240.00,43.92,0.00,0.00,3.96,7.80,58.00,924.10,940.60,903.90,1013.10
9390,2002,5,14.40,20.50,8.20,31.20,0.60,15.00,7.30,0.00,58.00,29.20,11.00,2.00,12.00,0.00,0.00,250.00,54.00,0.00,0.00,6.12,8.10,55.00,925.80,935.40,915.50,1013.90
9390,2002,6,21.20,28.30,14.00,38.00,5.00,19.90,13.80,0.00,67.80,22.70,10.00,3.00,8.00,0.00,2.00,240.00,51.12,0.00,0.00,5.04,10.00,66.00,928.40,935.10,914.20,1014.40
9390,2002,7,22.10,29.60,14.60,36.50,9.80,19.80,21.70,0.00,65.30,35.10,3.00,2.00,3.00,0.00,2.00,220.00,55.08,1.00,0.00,5.04,10.60,71.00,928.30,934.70,922.70,1014.10
9390,2002,8,21.30,28.30,14.30,34.80,10.30,18.20,20.40,0.00,56.80,15.30,14.00,2.00,14.00,0.00,0.00,240.00,51.12,0.00,0.00,3.96,9.20,66.00,927.60,934.70,921.50,1013.80
9390,2002,9,18.20,25.50,10.90,29.30,2.00,16.60,18.10,0.00,36.20,12.00,10.00,1.00,11.00,0.00,0.00,280.00,51.84,0.00,0.00,2.88,8.30,67.00,927.50,934.70,920.60,1014.90
9390,2002,10,14.20,20.10,8.20,25.60,2.90,14.10,9.10,0.00,64.90,37.30,9.00,2.00,12.00,0.00,0.00,240.00,73.08,2.00,0.00,3.96,6.20,56.00,927.90,940.70,911.90,1016.60
9390,2002,11,9.60,13.80,5.30,19.90,0.00,11.60,9.30,1.00,15.90,6.90,12.00,0.00,16.00,0.00,0.00,240.00,69.12,3.00,0.00,5.04,3.80,38.00,924.60,938.30,898.20,1014.50
9390,2002,12,8.00,11.70,4.20,17.40,-2.50,11.00,6.00,4.00,33.60,16.40,13.00,2.00,14.00,0.00,0.00,250.00,65.88,2.00,0.00,3.96,3.30,35.00,927.60,936.70,910.60,1018.40
9390,2003,1,4.80,9.10,0.60,18.50,-9.00,10.20,0.90,11.00,20.20,5.20,10.00,0.00,10.00,5.00,0.00,240.00,74.88,4.00,0.00,6.12,3.90,40.00,929.10,943.50,910.70,1021.30
9390,2003,2,4.80,9.20,0.20,12.90,-8.90,6.70,2.00,13.00,37.60,11.40,11.00,1.00,9.00,3.00,0.00,230.00,63.00,2.00,0.00,3.96,3.90,37.00,928.00,937.90,914.60,1020.00
9390,2003,3,10.50,17.60,3.40,24.50,-4.50,9.70,12.30,6.00,29.80,11.40,9.00,1.00,10.00,0.00,0.00,240.00,54.00,0.00,0.00,3.96,7.00,59.00,930.60,939.80,919.50,1020.80
9390,2003,4,12.20,18.70,5.60,27.80,-2.30,13.70,9.40,3.00,30.20,14.80,11.00,1.00,13.00,0.00,0.00,40.00,59.04,3.00,0.00,5.04,7.20,54.00,924.60,933.90,914.60,1013.50
9390,2003,5,15.90,23.00,8.70,31.60,4.30,15.70,8.90,0.00,106.30,41.70,9.00,4.00,11.00,0.00,0.00,210.00,41.04,0.00,0.00,3.96,8.80,61.00,929.20,941.00,919.90,1017.00
